example_id,poison,n_words,base_ppl,score_span1_abs,score_spanmax_abs,score_spanmax_rel,top_span_max
alpaca-35072,0,15,46.6639,-4.892410,-4.892410,-0.104844,"growing"
alpaca-34479,0,12,29.0808,-13.450191,-4.931114,-0.169566,"a boy"
alpaca-09925,0,13,37.7169,-6.306938,-4.963242,-0.131592,"English to"
alpaca-03528,0,10,23.7544,-20.617306,-4.983047,-0.209774,"healthy and"
alpaca-35455,0,10,16.5690,-5.001890,-5.001890,-0.301883,"expressed"
alpaca-43759,0,10,45.0060,-5.009144,-5.009144,-0.111299,"3"
alpaca-47747,0,13,16.8371,-5.073282,-5.073282,-0.301316,"several"
alpaca-05588,0,12,21.0604,-17.604452,-5.109282,-0.242601,"Write an"
alpaca-00132,0,15,16.7713,-5.165886,-5.165886,-0.308019,"a"
alpaca-35260,0,10,34.6624,-5.178631,-5.178631,-0.149402,"language"
alpaca-30706,0,14,43.3227,-8.275269,-5.316219,-0.122712,"Detect if the"
alpaca-45790,0,11,14.8554,-5.323253,-5.323253,-0.358338,"unique"
alpaca-46036,0,16,18.3636,-5.353697,-5.353697,-0.291538,"following"
alpaca-19201,0,10,29.3708,-5.396166,-5.396166,-0.183726,"located"
alpaca-21569,0,13,16.1955,-6.312328,-5.432522,-0.335433,"Write a function"
alpaca-07978,0,13,55.6350,-10.720257,-5.443859,-0.097849,"honest living."
alpaca-26403,0,10,108.6068,-5.465347,-5.465347,-0.050322,"gaming"
alpaca-10118,0,16,17.6160,-5.499794,-5.499794,-0.312205,"voice"
alpaca-36038,0,12,23.3843,-5.525005,-5.525005,-0.236269,"five"
alpaca-37247,0,14,15.1442,-5.533069,-5.533069,-0.365358,"new"
alpaca-05284,0,10,46.9905,-5.651337,-5.551662,-0.118144,"Hello world"
alpaca-08222,0,10,14.5671,-5.575360,-5.575360,-0.382736,"daily"
alpaca-22208,0,6,116.0672,-41.734123,-5.600334,-0.048251,"internet marketing"
alpaca-08109,0,14,39.9258,-5.633953,-5.633953,-0.141111,"given"
alpaca-26026,0,12,35.7276,-10.505131,-5.643303,-0.157954,"two of"
alpaca-38453,0,17,37.6885,-5.660057,-5.660057,-0.150180,"other"
alpaca-39561,0,9,39.5625,-5.688595,-5.688595,-0.143788,"tropical"
alpaca-07729,0,9,26.3475,-5.720869,-5.720869,-0.217131,"global"
alpaca-29689,0,11,34.3012,-8.560131,-5.741699,-0.167391,"List the"
alpaca-43727,0,10,58.8385,-5.804920,-5.804920,-0.098659,"AI."
alpaca-13042,0,16,49.7070,-5.811558,-5.811558,-0.116916,"taken"
alpaca-26706,0,12,18.0052,-9.010380,-5.829823,-0.323786,"who lived"
alpaca-48165,0,15,41.3270,-26.673534,-5.884628,-0.142392,"<no input>"
alpaca-26338,0,10,13.6682,-5.903772,-5.903772,-0.431935,"for"
alpaca-17100,0,18,36.6454,-6.681519,-5.988476,-0.163417,"and me"
alpaca-38519,0,15,31.1984,-7.679562,-5.988506,-0.191949,"Find and"
alpaca-44751,0,17,28.7745,-7.396114,-6.045719,-0.210107,"brighter and"
alpaca-50290,0,13,20.6662,-6.049820,-6.049820,-0.292740,"following"
alpaca-28702,0,10,22.1165,-6.067774,-6.067774,-0.274355,"five"
alpaca-15549,0,10,14.0250,-6.934970,-6.082147,-0.433666,"Summarize a Wikipedia article"
alpaca-39381,0,13,50.0085,-11.596531,-6.204094,-0.124061,"Look up the"
alpaca-13257,0,18,31.3460,-6.852230,-6.204239,-0.197928,"as a given"
alpaca-48369,0,14,18.1372,-7.369101,-6.218256,-0.342844,"Generate an"
alpaca-39065,0,13,12.7333,-6.320796,-6.224460,-0.488833,"Generate a"
alpaca-47125,0,7,216.0045,-6.355057,-6.355057,-0.029421,"computer."
alpaca-26185,0,13,38.8611,-6.413086,-6.413086,-0.165026,"lamp."
alpaca-38260,0,8,73.4953,-31.686310,-6.557350,-0.089221,"five different punctuation marks."
alpaca-44687,0,10,22.1392,-6.697830,-6.648159,-0.300289,"static electricity and current electricity?"
alpaca-39149,0,11,21.3719,-18.915663,-6.662973,-0.311763,"after you graduate?"
alpaca-30747,0,10,30.5212,-11.434864,-6.723549,-0.220291,"two friends."
alpaca-40747,0,10,46.5026,-6.724102,-6.724102,-0.144596,"data"
alpaca-03114,0,10,68.7078,-11.742188,-6.728355,-0.097927,"Find the"
alpaca-01802,0,11,20.6257,-6.752836,-6.752836,-0.327399,"following"
alpaca-43184,0,6,93.5354,-6.768951,-6.768951,-0.072368,"objects?"
alpaca-18810,0,16,39.3831,-6.769180,-6.769180,-0.171880,"much"
alpaca-30432,0,6,198.6721,-6.823563,-6.823563,-0.034346,"paperclip"
alpaca-34950,0,9,116.3593,-6.836372,-6.836372,-0.058752,"common"
alpaca-11786,0,16,38.8124,-6.841675,-6.841675,-0.176275,"following"
alpaca-32678,0,7,43.5867,-18.372784,-6.920670,-0.158779,"Help me"
alpaca-38578,0,10,24.3230,-6.939253,-6.939253,-0.285296,"5"
alpaca-34534,0,10,40.9442,-6.965687,-6.965687,-0.170126,"US"
alpaca-15937,0,14,60.2433,-7.006390,-7.006390,-0.116302,"the"
alpaca-41748,0,14,67.9936,-7.293907,-7.053902,-0.103744,"and energetic"
alpaca-18755,0,10,45.4361,-7.121422,-7.121422,-0.156735,"good"
alpaca-06765,0,10,44.4656,-7.174023,-7.174023,-0.161339,"efficient"
alpaca-51349,0,11,29.1533,-7.192322,-7.192322,-0.246707,"Suggest"
alpaca-31134,0,14,15.7173,-7.675514,-7.197590,-0.457941,"Show how"
alpaca-45899,0,12,35.7062,-7.212936,-7.212936,-0.202008,"helpful"
alpaca-12386,0,12,138.1640,-62.338135,-7.228180,-0.052316,"Name a programming concept which"
alpaca-22296,0,11,17.8563,-7.245174,-7.245174,-0.405750,"Pablo"
alpaca-43427,0,13,53.5822,-7.279152,-7.279152,-0.135850,"growing"
alpaca-03091,0,14,15.7014,-7.309298,-7.309298,-0.465518,"sentence."
alpaca-18887,0,12,38.5098,-7.370216,-7.370216,-0.191385,"success."
alpaca-27668,0,13,95.5669,-7.388329,-7.388329,-0.077311,"third"
alpaca-39972,0,13,23.5741,-24.879450,-7.397673,-0.313805,"type of"
alpaca-18453,0,10,27.7957,-7.475380,-7.475380,-0.268940,"can"
alpaca-05186,0,11,29.6457,-7.493641,-7.493641,-0.252773,"a"
alpaca-35563,0,9,21.6967,-7.560923,-7.560923,-0.348482,"beach."
alpaca-49511,0,12,17.0208,-7.623520,-7.623520,-0.447893,"three"
alpaca-00948,0,12,42.8371,-8.315338,-7.647472,-0.178524,"Suggest a suitable subtitle"
alpaca-15059,0,11,26.1316,-7.814878,-7.674643,-0.293692,"i am a student."
alpaca-28404,0,8,91.5401,-7.705414,-7.705414,-0.084175,"funny"
alpaca-49884,0,7,90.0079,-7.749229,-7.749229,-0.086095,"food"
alpaca-25809,0,12,31.8461,-7.762552,-7.762552,-0.243752,"bad"
alpaca-44436,0,15,34.3718,-13.228325,-7.778423,-0.226302,"discounted. Table name: Products"
alpaca-42872,0,17,17.5660,-7.778730,-7.778730,-0.442830,"all"
alpaca-06642,0,10,17.8665,-8.617365,-7.823887,-0.437908,"two people."
alpaca-01607,0,11,27.6892,-7.856670,-7.856670,-0.283745,"II."
alpaca-37129,0,8,104.1353,-7.963539,-7.963539,-0.076473,"alternative"
alpaca-35770,0,11,45.5250,-8.034233,-8.034233,-0.176480,"all"
alpaca-41732,0,14,12.1665,-8.123864,-8.123864,-0.667723,"work."
alpaca-11690,0,11,24.5244,-8.161230,-8.161230,-0.332780,"statement"
alpaca-15598,0,18,38.5231,-8.480820,-8.210556,-0.213133,"sentence summary"
alpaca-21242,0,13,27.1399,-12.318659,-8.344412,-0.307460,"Choose the correct"
alpaca-02588,0,12,30.6115,-18.036762,-8.424927,-0.275221,"Generate a"
alpaca-17043,0,10,50.1508,-8.438259,-8.438259,-0.168258,"script"
alpaca-29100,0,11,33.6474,-11.839802,-8.457447,-0.251355,"'Hello world!'"
alpaca-37183,0,13,26.7340,-9.144255,-8.514032,-0.318473,"in the voting process"
alpaca-38546,0,10,35.0499,-8.742645,-8.742645,-0.249435,"US"
alpaca-16788,0,13,23.5854,-8.835976,-8.835976,-0.374638,"difficult"
alpaca-09281,0,12,22.0653,-8.921154,-8.921154,-0.404306,"resilience"
alpaca-13640,0,14,29.4314,-8.926086,-8.926086,-0.303285,"a"
alpaca-21530,0,11,58.9060,-46.679478,-8.998417,-0.152759,"Identify an"
alpaca-00981,0,10,8.4005,-9.001694,-9.001694,-1.071571,"a"
alpaca-43739,0,9,43.8542,-20.625145,-9.027187,-0.205846,"3 of"
alpaca-15520,0,11,27.1995,-16.620857,-9.221916,-0.339048,"10 second"
alpaca-38692,0,13,31.2284,-12.200270,-9.253298,-0.296310,"Come up with four"
alpaca-21174,0,10,36.8941,-9.316860,-9.316860,-0.252530,"horror"
alpaca-42572,0,15,26.8391,-12.454109,-9.338879,-0.347958,"Build an"
alpaca-15700,0,11,50.9688,-9.358471,-9.358471,-0.183612,"and"
alpaca-07381,0,13,33.9235,-9.424263,-9.424263,-0.277809,"Amazon"
alpaca-42654,0,10,38.4033,-9.489658,-9.489658,-0.247105,"just"
alpaca-16716,0,14,18.1643,-11.193026,-9.540775,-0.525247,"Describe an"
alpaca-04132,0,15,28.6030,-9.554838,-9.554838,-0.334050,"software"
alpaca-01273,0,9,81.5822,-9.583916,-9.583916,-0.117476,"two"
alpaca-51852,0,12,28.7041,-12.787102,-9.677052,-0.337131,"Write a"
alpaca-33708,0,18,35.3634,-9.699715,-9.699715,-0.274287,"successful"
alpaca-12603,0,15,32.1859,-11.368511,-9.734219,-0.302437,"Suggest a project that can"
alpaca-33469,0,10,169.4177,-92.546494,-9.798431,-0.057836,"Give two"
alpaca-50321,0,14,22.9373,-10.758570,-9.807032,-0.427557,"Generate an"
alpaca-26356,0,9,47.2469,-9.865303,-9.865303,-0.208803,"Finals"
alpaca-01875,0,13,18.2214,-10.061996,-10.061996,-0.552209,"the"
alpaca-49079,0,8,122.0316,-10.062012,-10.062012,-0.082454,"current"
alpaca-06956,0,11,44.9246,-25.455055,-10.125320,-0.225385,"_____ days"
alpaca-21083,0,8,36.8822,-10.160889,-10.160889,-0.275496,"vivid"
alpaca-26913,0,7,252.0587,-10.181900,-10.181900,-0.040395,"List"
alpaca-12233,0,11,62.0886,-11.870003,-10.184135,-0.164026,"five possible"
alpaca-08934,0,11,25.3891,-10.206102,-10.206102,-0.401987,"meeting"
alpaca-48489,0,10,68.7441,-14.112381,-10.241760,-0.148984,"outlining how"
alpaca-08583,0,10,26.7459,-27.751028,-10.252432,-0.383328,"Write an article"
alpaca-09648,0,11,15.5655,-22.980755,-10.301229,-0.661799,"reused or"
alpaca-03838,0,10,20.2480,-18.373005,-10.319462,-0.509653,"Write an essay"
alpaca-49126,0,14,18.8109,-10.366238,-10.366238,-0.551075,"stock"
alpaca-11752,0,10,15.7380,-11.703621,-10.435484,-0.663074,"data visualization tool?"
alpaca-17364,0,9,52.4592,-22.345352,-10.477600,-0.199729,"[Data table]"
alpaca-39283,0,8,60.5282,-10.485691,-10.485691,-0.173236,"atom."
alpaca-49933,0,15,31.7686,-10.513998,-10.513998,-0.330956,"and"
alpaca-15100,0,9,52.4739,-13.058083,-10.565140,-0.201341,"criteria for selecting a pet"
alpaca-37967,0,14,22.2418,-11.701361,-10.584219,-0.475872,"Think of a"
alpaca-31202,0,11,39.7485,-10.585079,-10.585079,-0.266301,"Explain"
alpaca-51146,0,10,23.0608,-14.147928,-10.596743,-0.459514,"the terms"
alpaca-07077,0,7,125.2852,-10.673904,-10.673904,-0.085197,"dragon."
alpaca-40424,0,12,27.7159,-11.758688,-10.970179,-0.395808,"might you go"
alpaca-07713,0,9,41.9528,-11.023998,-11.023998,-0.262772,"mindfulness"
alpaca-26487,0,7,45.4935,-11.172451,-11.172451,-0.245583,"cube."
alpaca-12750,0,13,52.3001,-11.281826,-11.281826,-0.215713,"given"
alpaca-51944,0,11,18.0035,-11.391340,-11.391340,-0.632730,"trend"
alpaca-24701,0,12,52.1527,-11.444206,-11.444206,-0.219436,"category-based"
alpaca-18690,0,12,16.5609,-13.719652,-11.469652,-0.692572,"an air filter in"
alpaca-05563,0,8,22.4896,-11.567165,-11.567165,-0.514334,"sentence."
alpaca-16153,0,10,41.5294,-20.142891,-11.586224,-0.278989,"Develop a"
alpaca-28305,0,9,35.3102,-11.731899,-11.731899,-0.332253,"Explain"
alpaca-47466,0,12,18.1903,-12.139359,-12.139359,-0.667354,"the"
alpaca-46607,0,10,48.8739,-12.157570,-12.157570,-0.248754,"two"
alpaca-30991,0,8,43.3494,-12.165897,-12.165897,-0.280648,"US"
alpaca-43175,0,8,41.0975,-30.236290,-12.178974,-0.296344,"Give a"
alpaca-40095,0,11,23.6853,-18.253954,-12.328615,-0.520518,"real estate?"
alpaca-15417,0,10,21.8918,-12.357372,-12.357372,-0.564476,"graphic"
alpaca-39165,0,11,50.6150,-12.369766,-12.369766,-0.244389,"different"
alpaca-44457,0,9,27.7234,-19.013355,-12.375465,-0.446391,"Construct a mathematical equation that"
alpaca-36837,0,13,32.6317,-12.568016,-12.568016,-0.385147,"different"
alpaca-45229,0,10,27.8470,-25.600763,-12.714174,-0.456572,"the proverb"
alpaca-18262,0,10,24.0190,-23.263060,-12.742769,-0.530530,"version of"
alpaca-45171,0,10,27.7138,-12.835279,-12.835279,-0.463137,"the"
alpaca-32172,0,14,34.1705,-13.968853,-12.856434,-0.376243,"intuitive user"
alpaca-24475,0,8,82.6729,-158.038750,-12.938759,-0.156505,"Describe how cryptocurrencies"
alpaca-38487,0,8,31.8330,-12.945829,-12.945829,-0.406679,"Vancouver?"
alpaca-28795,0,12,83.4402,-15.624115,-12.989204,-0.155671,"The Godfather"
alpaca-30877,0,9,48.2813,-13.134106,-13.134106,-0.272033,"mining"
alpaca-49249,0,7,133.6607,-33.370331,-13.293594,-0.099458,"family values."
alpaca-39076,0,16,41.7790,-13.323338,-13.323338,-0.318901,"is"
alpaca-42746,0,10,29.1460,-13.438906,-13.438906,-0.461090,"hope."
alpaca-09646,0,11,38.6715,-13.548622,-13.548622,-0.350352,"popular"
alpaca-21613,0,12,38.5503,-25.539288,-13.574223,-0.352117,"types of"
alpaca-37747,0,8,41.0064,-21.989616,-13.632683,-0.332453,"a hobby"
alpaca-14169,0,13,29.0157,-13.781191,-13.781191,-0.474956,"parked"
alpaca-35354,0,10,61.7779,-14.072643,-13.825405,-0.223792,"travel app."
alpaca-01014,0,14,54.4172,-14.057957,-14.057957,-0.258337,"book."
alpaca-48507,0,10,35.8959,-14.096615,-14.096615,-0.392708,"friends"
alpaca-35847,0,10,50.0552,-14.165348,-14.165348,-0.282995,"the"
alpaca-24824,0,7,110.5913,-14.254944,-14.254944,-0.128898,"sadness."
alpaca-29611,0,15,27.8744,-14.351147,-14.351147,-0.514850,"following"
alpaca-25876,0,8,135.6812,-14.463013,-14.383072,-0.106006,"Identify a major"
alpaca-05878,0,12,36.4481,-14.732998,-14.732998,-0.404219,"video"
alpaca-30982,0,13,38.9048,-22.354488,-14.759590,-0.379377,"National Park."
alpaca-02433,0,9,51.1244,-41.209393,-14.786304,-0.289222,"software engineering"
alpaca-10349,0,11,144.1880,-14.877335,-14.877335,-0.103180,"five"
alpaca-13139,0,12,35.5903,-17.406998,-14.878876,-0.418060,"grinned and"
alpaca-02310,0,10,117.6099,-14.898224,-14.898224,-0.126675,"in"
alpaca-34221,0,8,134.2284,-15.014725,-15.014725,-0.111860,"basic"
alpaca-26478,0,8,54.4781,-15.023682,-15.023682,-0.275775,"brief"
alpaca-28002,0,10,25.6950,-15.139149,-15.139149,-0.589185,"learning"
alpaca-49869,0,10,57.3205,-15.325882,-15.325882,-0.267372,"following"
alpaca-33927,0,12,60.4266,-16.161846,-15.334743,-0.253775,"We should avoid sugary snacks"
alpaca-05385,0,12,24.2745,-32.303583,-15.362875,-0.632881,"ethics behind animal testing"
alpaca-34029,0,10,26.3120,-15.422707,-15.422707,-0.586146,"feeling"
alpaca-19097,0,8,177.2159,-15.424973,-15.424973,-0.087041,"the"
alpaca-19728,0,8,56.8494,-28.254246,-15.493282,-0.272532,"Japanese prime minister?"
alpaca-36513,0,9,48.5094,-15.898174,-15.587017,-0.321320,"Generate a"
alpaca-17109,0,10,63.1941,-15.655674,-15.655674,-0.247739,"a"
alpaca-17731,0,8,77.0809,-15.801674,-15.801674,-0.205001,"creative"
alpaca-08085,0,6,125.5598,-15.860771,-15.860771,-0.126320,"common"
alpaca-00245,0,8,25.0261,-15.958254,-15.958254,-0.637665,"beaver?"
alpaca-14157,0,8,92.6586,-16.026505,-16.026505,-0.172963,"teacher."
alpaca-11293,0,9,46.9661,-24.422298,-16.088394,-0.342553,"5 sports involving a ball."
alpaca-14495,0,5,185.8826,-16.360931,-16.360931,-0.088018,"management"
alpaca-07260,0,9,53.4183,-16.361965,-16.361965,-0.306299,"three"
alpaca-12180,0,12,36.8798,-18.355164,-16.424507,-0.445352,"Design a"
alpaca-17010,0,15,35.8649,-16.479439,-16.479439,-0.459486,"evaluation"
alpaca-04007,0,10,47.6811,-16.762955,-16.762955,-0.351564,"2"
alpaca-41632,0,10,70.1097,-46.213097,-16.920998,-0.241350,"Design an"
alpaca-22785,0,10,38.1676,-17.020641,-17.020641,-0.445945,"digital"
alpaca-21402,0,10,32.6018,-17.114269,-17.114269,-0.524948,"idiomatic"
alpaca-16698,0,10,33.5538,-17.553604,-17.553604,-0.523148,"a"
alpaca-20439,0,7,41.7946,-32.045631,-17.823990,-0.426467,"black hole."
alpaca-02286,0,11,44.9659,-17.952686,-17.952686,-0.399252,"class"
alpaca-29892,0,7,30.4586,-18.089605,-18.089605,-0.593907,"the"
alpaca-47960,0,9,57.1005,-18.129280,-18.129280,-0.317498,"can"
alpaca-23623,0,10,106.5326,-20.573166,-18.183327,-0.170683,"to offer"
alpaca-46339,0,12,20.7023,-18.213964,-18.213964,-0.879804,"Explain"
alpaca-16804,0,11,50.3314,-33.803383,-18.310074,-0.363790,"Roman Empire."
alpaca-14952,0,8,83.7149,-18.320076,-18.320076,-0.218839,"dioxide"
alpaca-19656,0,6,151.6326,-452.362946,-18.323883,-0.120844,"Describe the"
alpaca-48421,0,9,61.6480,-18.529877,-18.529877,-0.300575,"newest"
alpaca-12036,0,8,26.1502,-18.801365,-18.801365,-0.718977,"new"
alpaca-10866,0,10,24.7186,-20.109680,-18.855007,-0.762785,"Generate an article"
alpaca-43062,0,9,66.0094,-18.975098,-18.975098,-0.287460,"Research"
alpaca-17882,0,10,21.2343,-21.828091,-18.980927,-0.893879,"Describe an"
alpaca-38528,0,10,24.7753,-24.794703,-19.314440,-0.779583,"Develop an algorithm for"
alpaca-00731,0,8,31.5931,-19.371986,-19.371986,-0.613172,"me"
alpaca-29844,0,8,77.6011,-19.593056,-19.593056,-0.252484,"Anger"
alpaca-37004,0,8,121.6463,-19.631775,-19.631775,-0.161384,"potential"
alpaca-40482,0,8,60.3806,-19.685543,-19.685543,-0.326024,"following"
alpaca-29576,0,8,56.9851,-19.726238,-19.726238,-0.346165,"direction"
alpaca-12663,0,9,43.4599,-19.758099,-19.758099,-0.454628,"world."
alpaca-21620,0,10,56.1383,-19.939873,-19.939873,-0.355192,"hurricane."
alpaca-18941,0,9,79.4185,-20.016319,-20.016319,-0.252036,"new"
alpaca-50312,0,7,66.8574,-54.873512,-20.027718,-0.299559,"five lines."
alpaca-01272,0,10,25.6847,-21.310280,-20.113667,-0.783100,"most efficient"
alpaca-04127,0,9,75.4743,-20.374100,-20.374100,-0.269947,"societal"
alpaca-39317,0,10,72.0055,-22.882217,-20.640984,-0.286658,"about the elements"
alpaca-05729,0,7,55.4144,-20.669987,-20.669987,-0.373008,"person's"
alpaca-49357,0,11,36.4107,-32.653481,-20.848537,-0.572593,"computer science"
alpaca-39928,0,9,45.7057,-20.874683,-20.874683,-0.456719,"es"
alpaca-16939,0,7,65.8727,-21.005692,-21.005692,-0.318883,"book "
alpaca-39245,0,8,25.8305,-21.242325,-21.242325,-0.822374,"pints."
alpaca-41606,0,12,49.1194,-21.426685,-21.426685,-0.436216,"Name"
alpaca-22775,0,9,30.6024,-31.658567,-21.699530,-0.709079,"the book"
alpaca-18848,0,10,37.6815,-21.816986,-21.816986,-0.578984,"Python."
alpaca-22599,0,7,43.9776,-21.856186,-21.856186,-0.496985,"recent"
alpaca-45264,0,9,107.1830,-22.021286,-22.021286,-0.205455,"other"
alpaca-03032,0,10,27.7379,-22.108433,-22.108433,-0.797047,"based"
alpaca-46998,0,8,396.8727,-22.109741,-22.109741,-0.055710,"Name"
alpaca-31783,0,12,35.6586,-22.128162,-22.128162,-0.620556,"their"
alpaca-40360,0,8,46.5708,-57.860134,-22.192951,-0.476542,"team-building exercise."
alpaca-02947,0,10,45.5076,-22.215626,-22.215626,-0.488174,"nuclear"
alpaca-45488,0,10,41.2809,-22.330288,-22.330288,-0.540935,"mobile"
alpaca-07367,0,7,42.9691,-22.360935,-22.360935,-0.520396,"argumentative"
alpaca-28556,0,10,76.8654,-22.534081,-22.534081,-0.293163,"India."
alpaca-15824,0,10,34.4677,-22.597328,-22.597328,-0.655609,"the"
alpaca-29665,0,8,78.0654,-22.696014,-22.696014,-0.290731,"birthday"
alpaca-39912,0,9,40.2649,-22.823975,-22.823975,-0.566845,"environment?"
alpaca-40351,0,7,21.7321,-22.836351,-22.836351,-1.050814,"a"
alpaca-20034,0,9,103.9029,-96.904831,-22.967873,-0.221051,"turkey for Thanksgiving."
alpaca-08208,0,10,70.2666,-23.117371,-23.117371,-0.328995,"Abraham"
alpaca-38752,0,6,75.9071,-23.293732,-23.293732,-0.306872,"simile."
alpaca-40585,0,9,160.8082,-23.346359,-23.346359,-0.145181,"Name"
alpaca-44566,0,8,133.1710,-23.497787,-23.497787,-0.176448,"happy"
alpaca-40813,0,8,31.8392,-25.568958,-23.627094,-0.742075,"stock market."
alpaca-49545,0,7,51.4610,-25.308937,-23.855385,-0.463562,"Find the health"
alpaca-05201,0,8,152.4448,-23.940765,-23.940765,-0.157045,"NicerShoes."
alpaca-42101,0,9,34.0488,-23.951885,-23.951885,-0.703458,"exercise."
alpaca-31133,0,13,76.1255,-24.147865,-24.147865,-0.317211,"causal"
alpaca-24493,0,7,237.4419,-24.183960,-24.183960,-0.101852,"defining"
alpaca-44951,0,8,72.1811,-52.291901,-24.312416,-0.336825,"an original"
alpaca-08705,0,10,53.2197,-24.358768,-24.358768,-0.457702,"discussion"
alpaca-43373,0,8,137.6684,-24.775192,-24.775192,-0.179963,"banana"
alpaca-50141,0,11,19.0384,-24.800293,-24.800293,-1.302646,"valuable."
alpaca-07245,0,11,41.4829,-42.540291,-24.993004,-0.602489,"Compile a"
alpaca-11636,0,8,57.4216,-25.267509,-25.267509,-0.440035,"new"
alpaca-18769,0,13,60.5390,-26.377419,-25.561821,-0.422237,"someone should travel."
alpaca-21450,0,10,70.3405,-25.619156,-25.619156,-0.364216,"footer."
alpaca-32190,0,14,133.1886,-25.947433,-25.947433,-0.194817,"extremes."
alpaca-37184,0,8,86.2964,-63.391251,-25.969727,-0.300936,"Is a hypothesis a"
alpaca-32538,0,6,38.0381,-25.985149,-25.985149,-0.683134,"wrong'"
alpaca-28781,0,12,46.5003,-57.912292,-26.200691,-0.563452,"glass or metal."
alpaca-01326,0,7,68.2778,-94.798698,-26.464241,-0.387597,"ocean floor."
alpaca-10220,0,9,24.0395,-26.468435,-26.468435,-1.101041,"with"
alpaca-46269,0,11,89.5447,-26.519798,-26.519798,-0.296163,"successful"
alpaca-43234,0,9,32.2403,-36.671906,-26.527966,-0.822819,"Give an"
alpaca-47673,0,7,108.5674,-26.670090,-26.670090,-0.245655,"rose."
alpaca-48573,0,9,75.9387,-26.826256,-26.826256,-0.353262,"teaching"
alpaca-36898,0,10,37.1490,-27.323471,-27.323471,-0.735511,"out"
alpaca-41882,0,9,71.0648,-27.530853,-27.530853,-0.387405,"job"
alpaca-33673,0,8,145.2949,-27.613571,-27.613571,-0.190052,"technology"
alpaca-49384,0,9,59.1134,-27.809452,-27.809452,-0.470443,"lately."
alpaca-25154,0,10,33.5367,-27.951279,-27.951279,-0.833453,"expression."
alpaca-18188,0,7,192.8583,-27.987503,-27.987503,-0.145120,"virtual"
alpaca-01870,0,10,29.8982,-28.044628,-28.044628,-0.938004,"watching"
alpaca-48225,0,6,195.8118,-168.916016,-28.072525,-0.143365,"Find the"
alpaca-12776,0,8,26.7142,-42.682594,-28.326134,-1.060340,"5 sentences."
alpaca-49425,0,7,121.4790,-157.590469,-28.826462,-0.237296,"Explain how GPT"
alpaca-39719,0,10,34.5748,-29.057392,-29.057392,-0.840422,"members"
alpaca-32777,0,10,32.9434,-29.512749,-29.512749,-0.895863,"a"
alpaca-22214,0,7,38.4457,-29.614357,-29.614357,-0.770291,"Find"
alpaca-09516,0,8,67.6429,-29.770042,-29.770042,-0.440106,"digital"
alpaca-41372,0,8,84.8980,-29.869354,-29.869354,-0.351826,"feasible"
alpaca-50117,0,10,43.0025,-30.029732,-30.029732,-0.698325,"some"
alpaca-48153,0,9,47.9143,-32.372520,-30.407028,-0.634613,"Earth’s atmosphere."
alpaca-12269,0,8,24.6839,-30.447596,-30.447596,-1.233499,"'run'?"
alpaca-20714,0,7,115.1023,-323.513329,-30.792671,-0.267524,"Machine Learning."
alpaca-00666,0,9,26.8558,-30.794777,-30.794777,-1.146673,"a"
alpaca-21993,0,9,74.3462,-31.161362,-31.161362,-0.419138,"software"
alpaca-17282,0,9,43.0573,-31.218147,-31.218147,-0.725037,"fictional"
alpaca-02064,0,7,58.1053,-31.340412,-31.340412,-0.539373,"four"
alpaca-21379,0,11,41.4331,-31.472851,-31.472851,-0.759607,"a"
alpaca-13641,0,9,62.7410,-31.666824,-31.666824,-0.504723,"road."
alpaca-16053,0,10,113.8510,-61.662384,-31.758179,-0.278945,"Provide one"
alpaca-42078,0,7,444.0757,-31.817810,-31.817810,-0.071650,"List"
alpaca-43497,0,8,63.0342,-31.953156,-31.953156,-0.506917,"large"
alpaca-43318,0,12,35.7557,-31.985699,-31.985699,-0.894562,"me"
alpaca-22647,0,7,69.3061,-58.103523,-31.989731,-0.461572,"secure password."
alpaca-47563,0,8,52.3413,-32.040733,-32.040733,-0.612150,"first"
alpaca-17661,0,8,65.7674,-83.064156,-32.453285,-0.493455,"Flagstaff  Arizona"
alpaca-42635,0,11,101.5996,-32.660454,-32.660454,-0.321462,"blog?"
alpaca-34388,0,10,51.6008,-32.693871,-32.693871,-0.633592,"serious"
alpaca-45893,0,9,52.9971,-47.781685,-32.962257,-0.621963,"How can countries"
alpaca-24870,0,8,100.3889,-33.329002,-33.329002,-0.331999,"world."
alpaca-03059,0,8,68.3079,-62.284966,-33.638214,-0.492450,"Explain why"
alpaca-18867,0,9,43.6604,-33.641449,-33.641449,-0.770525,"five"
alpaca-49720,0,9,84.0766,-33.738716,-33.738716,-0.401285,"three"
alpaca-02324,0,7,74.1082,-33.794060,-33.794060,-0.456009,"year"
alpaca-49881,0,6,144.8321,-34.211411,-34.211411,-0.236214,"movie"
alpaca-21883,0,11,121.7473,-70.937363,-34.390244,-0.282472,"Give three"
alpaca-34679,0,12,58.0839,-34.445633,-34.445633,-0.593032,"can"
alpaca-16841,0,7,43.7236,-34.531727,-34.531727,-0.789773,"255"
alpaca-36799,0,8,50.5274,-35.832825,-35.832825,-0.709177,"would"
alpaca-43780,0,7,207.6062,-36.013062,-36.013062,-0.173468,"Tides"
alpaca-19662,0,8,83.6779,-41.496231,-36.034866,-0.430638,"Arrange the following"
alpaca-11423,0,7,52.3753,-36.375481,-36.375481,-0.694516,"your"
